ID	STATUS	CHEBI_ACCESSION	SOURCE	PARENT_ID	NAME	DEFINITION	MODIFIED_ON	CREATED_BY	STAR
8073	21077	Daphnia magna	NCBI:txid35525	null	null	null	null	Article	Mixtures of similarly acting compounds in Daphnia magna: From gene to metabolite and beyondTine Vandenbrouck, Oliver A.H. Jones, Nathalie Dom, Julian L. Griffin, Wim De CoenEnvironment International 36 (2010) 254-268	null
8074	15741	Daphnia magna	NCBI:txid35525	null	null	null	null	Article	Mixtures of similarly acting compounds in Daphnia magna: From gene to metabolite and beyondTine Vandenbrouck, Oliver A.H. Jones, Nathalie Dom, Julian L. Griffin, Wim De CoenEnvironment International 36 (2010) 254-268	null
8075	83029	Daphnia magna	NCBI:txid35525	null	null	null	null	Article	Mixtures of similarly acting compounds in Daphnia magna: From gene to metabolite and beyondTine Vandenbrouck, Oliver A.H. Jones, Nathalie Dom, Julian L. Griffin, Wim De CoenEnvironment International 36 (2010) 254-268	null
8076	32528	Daphnia magna	NCBI:txid35525	null	null	null	null	PubMed Id	20117838	null
8077	28860	Daphnia magna	NCBI:txid35525	null	null	null	null	PubMed Id	20117838 	null
8078	24301	Daphnia magna	NCBI:txid35525	null	null	null	null	Article	Mixtures of similarly acting compounds in Daphnia magna: From gene to metabolite and beyondTine Vandenbrouck, Oliver A.H. Jones, Nathalie Dom, Julian L. Griffin, Wim De CoenEnvironment International 36 (2010) 254-268	null
8079	28716	Daphnia galeata	NCBI:txid27404	null	null	null	null	Article	Is the fatty acid composition of Daphnia galeata determined by the fatty acid composition of the ingested diet?Weers P.M.M., Siewertsen K., and Gulati R.D.Freshwater Biology (1997), 38, 731-738	null
8080	83030	Daphnia galeata	NCBI:txid27404	null	null	null	null	Article	Is the fatty acid composition of Daphnia galeata determined by the fatty acid composition of the ingested diet?Weers P.M.M., Siewertsen K., and Gulati R.D.Freshwater Biology (1997), 38, 731-738	null
8081	16196	Daphnia galeata	NCBI:txid27404	null	null	null	null	Article	Is the fatty acid composition of Daphnia galeata determined by the fatty acid composition of the ingested diet?Weers P.M.M., Siewertsen K., and Gulati R.D.Freshwater Biology (1997), 38, 731-738	null
8082	50464	Daphnia galeata	NCBI:txid27404	null	null	null	null	DOI	10.1046/j.1365-2427.1997.00238.x	null
8083	17351	Daphnia galeata	NCBI:txid27404	null	null	null	null	Article	Is the fatty acid composition of Daphnia galeata determined by the fatty acid composition of the ingested diet?Weers P.M.M., Siewertsen K., and Gulati R.D.Freshwater Biology (1997), 38, 731-738	null
8084	32389	Daphnia galeata	NCBI:txid27404	null	null	null	null	Article	Is the fatty acid composition of Daphnia galeata determined by the fatty acid composition of the ingested diet?Weers P.M.M., Siewertsen K., and Gulati R.D.Freshwater Biology (1997), 38, 731-738	null
8085	15843	Daphnia galeata	NCBI:txid27404	null	null	null	null	Article	Is the fatty acid composition of Daphnia galeata determined by the fatty acid composition of the ingested diet?Weers P.M.M., Siewertsen K., and Gulati R.D.Freshwater Biology (1997), 38, 731-738	null
8086	28364	Daphnia galeata	NCBI:txid27404	null	null	null	null	Article	Is the fatty acid composition of Daphnia galeata determined by the fatty acid composition of the ingested diet?Weers P.M.M., Siewertsen K., and Gulati R.D.Freshwater Biology (1997), 38, 731-738	null
8087	83031	Daphnia galeata	NCBI:txid27404	null	null	null	null	Article	Is the fatty acid composition of Daphnia galeata determined by the fatty acid composition of the ingested diet?Weers P.M.M., Siewertsen K., and Gulati R.D.Freshwater Biology (1997), 38, 731-738	null
8088	32428	Daphnia tenebrosa	NCBI:txid521141	null	null	null	null	Article	Trophic transfer and trophic modification of fatty acids in high Arctic lakesHessen D., Liu E.Freshwater Biology (2006) 51, 1987-1998	null
8089	65136	Daphnia tenebrosa	NCBI:txid521141	null	null	null	null	Article	Trophic transfer and trophic modification of fatty acids in high Arctic lakesHessen D., Liu E.Freshwater Biology (2006) 51, 1987-1998	null
8090	28125	Daphnia tenebrosa	NCBI:txid521141	null	null	null	null	Article	Trophic transfer and trophic modification of fatty acids in high Arctic lakesHessen D., Liu E.Freshwater Biology (2006) 51, 1987-1998	null
8091	28866	Daphnia tenebrosa	NCBI:txid521141	null	null	null	null	Article	Trophic transfer and trophic modification of fatty acids in high Arctic lakesHessen D., Liu E.Freshwater Biology (2006) 51, 1987-1998	null
8092	17802	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8093	73922	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8094	73531	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8095	74767	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	12636053	null
8096	64395	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8097	73873	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8098	83036	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	19996111	null
8099	83037	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	13916108	null
8100	83037	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	8987136	null
8101	17650	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	2268561	null
8102	16814	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	15374110	null
8103	83040	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	8987136	null
8104	83040	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	1926228	null
8105	17474	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	15356081	null
8106	17474	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	23717534	null
8107	17168	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	12812989	null
8108	79070	Schizosaccharomyces pombe	NCBI:txid4896	null	null	null	null	PubMed Id	24828577	null
8109	79057	Schizosaccharomyces pombe	NCBI:txid4896	null	null	null	null	PubMed Id	24828577	null
8110	15318	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	24629268	null
8111	16020	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	24177150	null
8112	2274	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8113	19289	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	15991285	null
8114	83043	Methylobacterium rhodinum	NCBI:txid29428	null	null	ATCC 14821	null	PubMed Id	15933032	null
8115	83044	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	7586519	null
8116	83043	Methylomonas sp. 16a	NCBI:txid318114	null	null	ATCC PTA-2402	null	PubMed Id	15933032	null
8117	83046	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8118	76076	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8119	76078	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8120	76071	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8121	76084	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8122	76233	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8123	73858	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8124	83047	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8125	83048	Staphylococcus aureus	NCBI:txid1280	null	null	ATCC 35556	null	PubMed Id	15933032	null
8126	79065	Staphylococcus aureus	NCBI:txid1280	null	null	ATCC 35556	null	PubMed Id	15933032	null
8127	83049	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	24765510	null
8128	26078	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	15630224	null
8129	35780	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8130	30413	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8131	83050	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21359215 	null
8132	83052	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8133	77225	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8134	32425	Calophyllum calaba	NCBI:txid883767	null	null	null	null	PubMed Id	16045947	null
8135	32425	Calophyllum inophyllum	NCBI:txid158927	null	null	null	null	PubMed Id	16045947	null
8136	32426	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8137	83053	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8138	83054	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8139	73218	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8140	83055	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8141	74343	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8142	74340	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8143	28733	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8144	83058	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8145	64489	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8146	28610	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8147	75168	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8148	73851	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8149	73134	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8150	18297	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8151	83063	Nigella sativa	NCBI:txid555479	null	null	null	null	Article	Journal of the science of food and agriculture 86, 871-876	null
8152	83066	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21886157	null
8153	83079	Chrysanthemum	NCBI:txid13422	root	BTO:0001188	null	null	DOI	10.1016/0031-9422(93)00283-L	Found in crown gall tumours induced by the soil bacterium Agrobacterium tumefaciens
8154	83021	Apostichopus japonicus	NCBI:txid307972	null	null	null	null	PubMed Id	22700234	null
8155	83020	Apostichopus japonicus	NCBI:txid307972	null	null	null	null	PubMed Id	22700234	null
8156	18329	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	15958594	null
8157	2295	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	1175644	null
8158	17475	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	1621954	null
8159	71556	Caenorhabditis elegans	NCBI:txid6239	null	null	null	null	PubMed Id	16529801	null
8160	71560	Caenorhabditis elegans	NCBI:txid6239	null	null	null	null	PubMed Id	16529801	null
8161	24898	Daphnia magna	NCBI:txid35525	null	null	null	null	PubMed Id	20117838	null
8162	15366	Daphnia magna	NCBI:txid35525	null	null	null	null	PubMed Id	20117838	null
8163	6650	Daphnia magna	NCBI:txid35525	null	null	null	null	Article	Mixtures of similarly acting compounds in Daphnia magna: From gene to metabolite and beyond	null
8164	83137	Caenorhabditis elegans	NCBI:txid6239	null	null	null	null	PubMed Id	24411940	null
8165	65136	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	14643447	null
8166	83149	Caenorhabditis elegans	NCBI:txid6239	null	null	null	null	PubMed Id	24453122	null
8167	79071	Schizosaccharomyces pombe	NCBI:txid4896	null	null	null	null	PubMed Id	24828577	null
8168	79071	Scombridae gen. sp.	NCBI:txid8233	null	null	null	null	PubMed Id	20388714	null
8169	9776	Liriodendron tulipifera	NCBI:txid3415	root	BTO:0001188	null	null	PubMed Id	5810209	null
8170	44534	Pseudomonas aeruginosa	NCBI:txid287	null	null	null	null	PubMed Id	10556916	null
8171	514	Anaxagorea luzonensis	NCBI:txid235716	null	null	null	null	PubMed Id	10959592	null
8172	636	Garcinia mangostana	NCBI:txid58228	pericarp	BTO:0001017	null	null	PubMed Id	24555285	null
8173	9371	Swertia decora	NCBI:txid166616	null	null	null	null	Article	Chemical studies on new xanthone from Swertia decora Zhongguo yao xue za zhi (Zhongguo yao xue hui : 1989) 36, 302-304	null
8174	83101	Neurospora crassa	NCBI:txid5141	null	null	null	null	PubMed Id	19700391	null
8175	1228	Swertia mussotii	NCBI:txid137888	null	null	null	null	PubMed Id	19645233	null
8176	1228	Gentianopsis paludosa	NCBI:txid50802	whole plant	BTO:0001461	null	null	PubMed Id	19107824	null
8177	1406	Hoppea dichotoma	NCBI:txid84897	null	null	null	null	PubMed Id	11190384	null
8178	3096	Fusarium sp.	NCBI:txid29916	null	null	HKF15	null	PubMed Id	24183988	null
8179	79296	Streptomyces lavendulae	NCBI:txid1914	null	null	ATCC11924	null	PubMed Id	17237222	null
8180	9746	Tripterospermum taiwanense	NCBI:txid933385	null	null	null	null	Article	Encyclopedia of Traditional Chinese Medicines	null
8181	8351	Actinomadura hibisca	NCBI:txid68565	null	null	P157-2 (ATCC 53557).	null	PubMed Id	21119678	null
8182	8617	Psorospermum febrifugum	NCBI:txid999591	null	null	null	null	PubMed Id	7189773	null
8183	3327	Calophyllum inophyllum	NCBI:txid158927	null	null	null	null	PubMed Id	15678383	null
8184	83230	Actinomadura	NCBI:txid1988	null	null	null	null	PubMed Id	9063679	null
8185	81347	Fallopia multiflora	NCBI:txid76025	root	BTO:0001188	null	null	PubMed Id	16564530	null
8186	5279	Garcinia mangostana	NCBI:txid58228	null	null	null	null	PubMed Id	18464091	null
8187	5313	Gentianopsis barbata	NCBI:txid156522	null	null	null	null	PubMed Id	14558348	null
8188	5323	Hypericum annulatum	NCBI:txid708052	null	null	null	null	PubMed Id	17260692	null
8189	5324	Gentiana lutea	NCBI:txid38851	root	BTO:0001188	null	null	PubMed Id	18064621	null
8190	5973	Iris germanica	NCBI:txid34205	rhizome	BTO:0001181	null	null	PubMed Id	25204177	null
8191	28825	Plumbaginaceae	NCBI:txid4437	null	null	null	null	PubMed Id	11457974	null
8192	5982	Rhachidosorus mesosorus	NCBI:txid65707	null	null	null	null	Article	Phytochemical Dictionary: A Handbook of Bioactive Compounds from Plants	null
8193	6017	Gentiana lutea	NCBI:txid38851	null	null	null	null	PubMed Id	18064621	null
8194	80840	Cyclopia subternata	NCBI:txid155109	null	null	null	null	PubMed Id	19272608	null
8195	6373	Polygala tenuifolia	NCBI:txid355332	cortex	PO:0005708	null	null	PubMed Id	15974611	null
8196	6373	Gentiana utriculosa	NCBI:txid49958	aerial part	BTO:0001658	null	null	PubMed Id	19296391	null
8197	6373	Polygala sibirica	NCBI:txid690825	root	BTO:0001188	null	null	PubMed Id	24702811	null
8198	6373	Metagentiana rhodantha	NCBI:txid50767	whole plant	BTO:0001461	null	null	PubMed Id	22006717	null
8199	6785	Mesua ferrea	NCBI:txid210380	null	null	null	null	DOI	10.1016/S0040-4020(01)83306-8	null
8200	6786	Hypericum japonicum	NCBI:txid282542	null	null	null	null	PubMed Id	9842731	null
8201	7632	Wardomyces anomalus	NCBI:txid186366	null	null	null	null	DOI	10.1021/np020518b	null
8202	7637	Gentiana bavarica	NCBI:txid49937	null	null	null	null	DOI	10.1016/S0031-9422(00)00303-4	null
8203	82624	Mycobacterium tuberculosis	NCBI:txid1773	null	null	null	null	PubMed Id	25028392	null
8204	26137	Zingiber officinale	NCBI:txid94328	null	null	null	null	PubMed Id	20590154	null
8205	83263	Eucalyptus perriniana	NCBI:txid183845	null	null	null	null	PubMed Id	23980409	null
8206	83265	Theonella swinhoei	NCBI:txid37505	null	null	null	null	PubMed Id	18318032	null
8207	83265	Theonella mirabilis	NCBI:txid1336892	null	null	null	null	PubMed Id	18318032	null
8208	83267	Streptomyces filipinensis	NCBI:txid66887	null	null	null	null	PubMed Id	5453318	null
8209	83275	Hypomyces subiculosus	NCBI:txid193393	null	null	null	null	PubMed Id	20118535	null
8210	115	Baphia nitida	NCBI:txid162666	null	null	null	null	DOI	10.1016/0031-9422(92)80059-N	null
8211	7729	Lathyrus odoratus	NCBI:txid3859	null	null	null	null	DOI	10.1016/S0031-9422(00)80519-1	null
8212	847	Lathyrus odoratus	NCBI:txid3859	null	null	null	null	DOI	10.1016/S0031-9422(00)80519-1	null
8213	79542	Chromolaena odorata	NCBI:txid103745	null	null	null	null	DOI	10.1016/S0031-9422(00)88710-5	null
8214	79637	Polygonum aviculare	NCBI:txid137693	null	null	null	null	Article	The genus polygonum (polygonaceae): an ethnopharmacological and phytochemical perspectives-Review	null
8215	79466	Ageratum corymbosum	IPNI:175482-1	null	null	null	null	DOI	10.1016/S0031-9422(00)91044-6	null
8216	79477	Ageratum corymbosum	IPNI:175482-1	null	null	null	null	DOI	10.1016/S0031-9422(00)91044-6	null
8217	80790	Cornus macrophylla	NCBI:txid60119	leaf	BTO:0000713	null	null	PubMed Id	24642906	null
8218	82827	Phoradendron brachystachyum	NCBI:txid136762	null	null	null	null	PubMed Id	22360797	null
8219	82827	Vitis vinifera	NCBI:txid29760	null	null	null	null	DOI	10.1016/j.phytol.2008.07.007	Found in Thompson seedless raisins
8220	82827	Agastache rugosa	NCBI:txid39271	root	BTO:0001188	null	null	PubMed Id	1823989	null
8221	10352	Alstonia boonei	NCBI:txid84857	bark	BTO:0001301	null	null	PubMed Id	25026352	From stem bark
8222	10352	Erythrina caffra	NCBI:txid3842	bark	BTO:0001301	null	null	PubMed Id	25115087	From stem bark
8223	10352	Aspergillus nidulans	NCBI:txid162425	null	null	null	null	PubMed Id	6875511	Frow wild-type cultures
8224	67939	Olea europaea	NCBI:txid4146	fruit	BTO:0000486	null	null	PubMed Id	18384095	null
8225	83318	Leishmania	NCBI:txid5658	null	null	null	null	PubMed Id	11420105	null
8226	83318	Crithidia fasciculata	NCBI:txid5656	null	null	null	null	PubMed Id	11420105	null
8227	83318	Trypanosoma brucei	NCBI:txid5691	null	null	null	null	PubMed Id	11420105	null
8228	83318	Trypanosoma cruzi	NCBI:txid5693	null	null	null	null	PubMed Id	11420105	null
8229	35047	Dracocephalum kotschyi	NCBI:txid180015	leaf	BTO:0000713	null	null	PubMed Id	15949825	null
8230	9992	Viola tricolor	NCBI:txid214053	null	null	null	null	DOI	10.1016/S0040-4039(00)90113-8	null
8231	9582	Mentha spicata	NCBI:txid29719	null	null	null	null	PubMed Id	12776552	null
8232	5837	Sideritis scardica	NCBI:txid155261	null	null	null	null	PubMed Id	24102372	null
8233	81419	Streptomyces kasugaensis	NCBI:txid1946	null	null	null	null	PubMed Id	16998486	null
8234	17076	Streptomyces griseus	NCBI:txid1911	null	null	null	null	PubMed Id	22101040	null
8235	27701	Streptomyces rimosus	NCBI:txid1927	null	null	null	null	PubMed Id	1833366	null
8236	83413	Chlamys hastata	NCBI:txid50342	null	null	null	null	PubMed Id	3651433	null
8237	83415	Strongylocentrotus purpuratus	NCBI:txid7668	null	null	null	null	PubMed Id	3651433	null
8238	82758	Serratia marcescens	NCBI:txid615	null	null	null	null	PubMed Id	15853884	null
8239	82766	Leuconostoc mesenteroides	NCBI:txid1245	null	null	null	null	PubMed Id	19025748	null
8240	83443	Bacteroides fragilis NCTC 9343	NCBI:txid272559	null	null	null	null	PubMed Id	24439373	null
8241	83546	Heterosigma akashiwo	NCBI:txid2829	null	null	null	null	PubMed Id	19659728	null
8242	83546	Chattonella marina var. antiqua	NCBI:txid859642	null	null	null	null	PubMed Id	19659728	null
8243	83547	Thermococcus kodakarensis	NCBI:txid311400	null	null	null	null	PubMed Id	24610711	null
8244	83553	Thermococcus kodakarensis	NCBI:txid311400	null	null	null	null	PubMed Id	24610711	null
8245	83554	Thermococcus kodakarensis	NCBI:txid311400	null	null	null	null	PubMed Id	24610711	null
8246	15407	Ephedra equisetina	NCBI:txid173280	null	null	null	null	PubMed Id	21465337	null
8247	27958	Erythroxylum coca	NCBI:txid289672	null	null	null	null	PubMed Id	25303034	null
8248	28487	Rauvolfia vomitoria	NCBI:txid403115	null	null	null	null	DOI	10.1080/01496395.2011.635623	null
8249	82800	Alligator sinensis	NCBI:txid38654	null	null	null	null	PubMed Id	9287418	null
8250	78884	Melaleuca alternifolia	NCBI:txid164405	leaf	BTO:0000713	null	null	PubMed Id	16418522	null
8251	10334	Melaleuca alternifolia	NCBI:txid164405	leaf	BTO:0000713	null	null	PubMed Id	16418522	null
8252	10577	Melaleuca alternifolia	NCBI:txid164405	leaf	BTO:0000713	null	null	PubMed Id	16418522	null
8253	27961	Melaleuca alternifolia	NCBI:txid164405	leaf	BTO:0000713	null	null	PubMed Id	16418522	null
8254	9457	Melaleuca alternifolia	NCBI:txid164405	leaf	BTO:0000713	null	null	PubMed Id	16418522	null
8255	28768	Melaleuca alternifolia	NCBI:txid164405	leaf	BTO:0000713	null	null	PubMed Id	16418522	null
8256	17580	Ocimum canum	NCBI:txid204141	null	null	null	null	PubMed Id	24758511	null
8257	28931	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	18544912	null
8258	32970	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	17875433	null
8259	13997	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	6145530	null
8260	13997	Malus domestica	NCBI:txid3750	null	null	null	null	PubMed Id	13160012	null
8261	79331	Sisymbrium officinale	NCBI:txid203582	null	null	null	null	PubMed Id	23193942	null
8262	16904	Alepocephalus rostratus	NCBI:txid1245468	null	null	null	null	PubMed Id	23398398	null
8263	16600	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	6778884	null
8264	15350	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	19026742	null
8265	27480	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	19961175	null
8266	27480	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	21167146	null
8267	17282	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	2361979	null
8268	79083	Streptomyces sahachiroi	NCBI:txid285525	null	null	null	null	PubMed Id	20485749	null
8269	79083	Streptomyces griseofuscus	NCBI:txid146922	null	null	null	null	PubMed Id	20485749	null
8270	78252	Streptomyces griseofuscus	NCBI:txid146922	null	null	null	null	PubMed Id	20485749	null
8271	78252	Streptomyces sahachiroi	NCBI:txid285525	null	null	null	null	PubMed Id	20485749	null
8272	79082	Streptomyces griseofuscus	NCBI:txid146922	null	null	null	null	PubMed Id	20485749	null
8273	79082	Streptomyces sahachiroi	NCBI:txid285525	null	null	null	null	PubMed Id	20485749	null
8274	18094	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	1091286	null
8275	78251	Streptomyces sahachiroi	NCBI:txid285525	null	null	null	null	PubMed Id	20485749	null
8276	78251	Streptomyces griseofuscus	NCBI:txid146922	null	null	null	null	PubMed Id	20485749	null
8277	17285	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	8981569	null
8278	17285	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	11750815	null
8279	18358	Ammi majus	NCBI:txid48026	null	null	null	null	PubMed Id	15009205	null
8280	52030	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	24399466	null
8281	52030	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	8315264	null
8282	79324	Aurinia	NCBI:txid169390	null	null	null	null	PubMed Id	24354202	null
8283	79326	Eruca vesicaria  subsp. sativa	NCBI:txid29727	null	null	null	null	PubMed Id	19489541	null
8284	79325	Raphanus sativus	NCBI:txid3726	null	null	null	null	PubMed Id	24176362	null
8285	79328	Peritoma arborea	NCBI:txid171228	null	null	null	null	PubMed Id	24307123	null
8286	79329	Armoracia rusticana	NCBI:txid3704	null	null	null	null	PubMed Id	22779710	null
8287	17295	Saccharomyces cerevisiae	NCBI:txid4932	null	null	null	null	PubMed Id	24733517	null
8288	17295	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	24966042	null
8289	16000	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	24023812	null
8290	18386	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	23801834	null
8291	18723	Nicotiana tabacum	NCBI:txid4097	null	null	null	null	PubMed Id	11559179	null
8292	2980	Callicarpa japonica	NCBI:txid105891	null	null	null	null	PubMed Id	9222055	null
8293	15603	Saccharomyces cerevisiae	NCBI:txid4932	null	null	null	null	PubMed Id	8798704	null
8294	15603	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	24206068	null
8295	52023	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	23752203	null
8296	52023	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	23756265	null
8297	18075	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	20065942	null
8298	58384	Glycine max	NCBI:txid3847	null	null	null	null	PubMed Id	16668466	null
8299	49033	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	12576054	null
8300	57741	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	3137238	null
8301	18101	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	7126379	null
8302	27386	Cinnamomum aromaticum	NCBI:txid119260	null	null	null	null	PubMed Id	24868863	null
8303	16913	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	6775642	null
8304	36229	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	241475	null
8305	517248	Bufo bufo	NCBI:txid8384	null	null	null	null	PubMed Id	21185919	null
8306	79347	Brassica oleracea var. italica	NCBI:txid36774	null	null	null	null	PubMed Id	23513733	null
8307	79349	Brassica oleracea	NCBI:txid3712	null	null	null	null	PubMed Id	24014097	null
8308	79343	Limnanthes alba	NCBI:txid42439	null	null	null	null	PubMed Id	19170637	null
8309	78777	Streptomyces cacaoi var. asoensis	NCBI:txid249586	null	null	null	null	PubMed Id	Citation: Isono, K., Nagatsu, J., Kawashima, Y., and Suzuki, S. "Studies on polyoxins, antifungal antibiotics. Part I. Isolation and characterization of polyoxins A and B." Agric. Biol. Chem. (1965) 29:848-854. (No PubMed record available.)	null
8310	28865	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	11160372	null
8311	15558	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	18494609	null
8312	41253	Cistus creticus	NCBI:txid191224	null	null	null	null	PubMed Id	19660770	null
8313	58875	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	23752203	null
8314	58875	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	23756265	null
8315	64280	Pinus pinea	NCBI:txid3346	null	null	null	null	PubMed Id	12428002	null
8316	58876	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	24399466	null
8317	58876	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	8315264	null
8318	16643	Saccharomyces cerevisiae	NCBI:txid4932	null	null	null	null	PubMed Id	5764336	null
8319	16643	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	24939187	null
8320	24809	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	4844607	null
8321	18127	Glycine max	NCBI:txid3847	null	null	null	null	PubMed Id	16668466	null
8322	9200	Sorangium cellulosum So ce56	NCBI:txid448385	null	null	null	null	PubMed Id	7916271	null
8323	27440	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	9660093	null
8324	37712	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	7693088	null
8325	18267	Burkholderia cepacia	NCBI:txid292	null	null	null	null	PubMed Id	7684040	null
8326	36208	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	24783849	null
8327	36208	Saccharomyces cerevisiae	NCBI:txid4932	null	null	null	null	PubMed Id	24981409	null
8328	5411	Brassica rapa	NCBI:txid3711	null	null	null	null	PubMed Id	23001436	null
8329	58065	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	17024318	null
