ID	COMPOUND_ID	CREATED_ON	DATATYPE_ID	DATATYPE	TEXT
1062	63463	2011-12-22	63463	General	Needed for the new IUBMB reaction (3S)-2,3-epoxy-2,3-dihydrosqualene = baccharis oxide.
1063	63459	2011-12-22	63459	General	Needed for the new IUBMB reaction (3S)-2,3-epoxy-2,3-dihydrosqualene = shionone.
1064	63462	2011-12-22	63462	General	Needed for the new IUBMB reaction (3S)-2,3-epoxy-2,3-dihydrosqualene = glutinol.
1065	63465	2012-01-03	63465	General	Needed for the IUBMB reaction (3S)-2,3-epoxy-2,3-dihydrosqualene = marneral, EC 5.4.99.53.
1066	63446	2011-12-23	63446	General	Needed for the new IUBMB reaction (2E,6E)-farnesyl diphosphate + H2O = cubebol + diphosphate.
1067	63447	2011-12-23	63447	General	Needed for the IUBMB reaction (2E,6E)-farnesyl diphosphate = delta-guaiene + diphosphate.
1068	63467	2012-01-03	63467	General	Needed for the IUBMB reaction (3S)-2,3-epoxy-2,3-dihydrosqualene = delta-amyrin, EC 5.4.99.55.
1069	63466	2012-01-03	63466	General	Needed for the IUBMB reaction (3S)-2,3-epoxy-2,3-dihydrosqualene = beta-seco-amyrin synthase, EC 5.4.99.54.
1070	63444	2012-01-06	63444	General	Product of EC 4.2.3.88.
1071	63444	2012-01-06	63444	General	First report of occurence in nature:  Swords G. and Hunter G. L. K. (1978) Composition of Australian Tea Tree Oil (Melaleuca alternifolia). J. Agric. Food. Chem., 26, 734-737.
1072	63530	2012-01-09	796354	DatabaseAccession	The CAS Registry Number 220810-26-4 is for histrelin acetate containing variable amounts of acetic acid and water, C66H86N18O12.xC2H4O2.yH2O.
1073	63445	2012-01-09	63445	General	Product of EC 4.2.3.90.
1074	63458	2012-01-09	63458	General	Substrate of EC 5.3.3.18.
1076	63664	2012-01-19	63664	General	Needed for the reaction: taxusin + O2 + NADPH + H+ = 7beta-hydroxytaxusin + NADP+ + H2O
1077	63665	2012-01-19	63665	General	Needed for the new reaction: taxusin + O2 + NADPH + H+ = 7beta-hydroxytaxusin + NADP+ + H2O
1078	63672	2012-01-19	63672	General	Needed for the reaction: 2 S-adenosyl-L-methionine + resveratrol = 2 S-adenosyl-L-homocysteine + pterostilbene (overall reaction) (1a) S-adenosyl-L-methionine + resveratrol = S-adenosyl-L-homocysteine + 3-methoxy-4',5-dihydroxy-trans-stilbene (1b) S-adenosyl-L-methionine + 3-methoxy-4',5-dihydroxy-trans-stilbene = S-adenosyl-L-homocysteine + pterostilbene.
1079	63712	2012-01-24	63712	General	Needed for the reaction: (3S)-2,3-epoxy-2,3-dihydrosqualene = baruol.
1080	63712	2012-01-24	63712	General	For original isolation, see  Nunez M.J., Lopez M.R., Jimenez I.A., Moujir L.M., Ravelo A.G. and Bazzocchi I.L., Tetrahedron Lett., 2004, 45, 7367-7370.
1081	63703	2012-01-25	63703	General	Needed for the reaction: (2E,6E)-farnesyl diphosphate = (-)-delta-cadinene + diphosphate.
1082	63696	2012-01-25	63696	General	Needed for the reaction: (2E,6E)-farnesyl diphosphate = gamma-curcumene + diphosphate.
1083	63740	2012-01-25	63740	General	Needed for the new IUBMB reaction: P1,P6-bis(5'-adenosyl)hexaphosphate + H2O = adenosine 5'-pentaphosphate + AMP
1084	63702	2012-01-25	63702	General	Needed for the reaction: (2E,6E)-farnesyl diphosphate + H2O = avermitilol + diphosphate
1085	46099	2012-01-31	46099	General	Use of the substituent prefix 'succinyl' for the 3-carboxypropanoyl group in the ChEBI Name follows biochemical usage.
1086	63783	2012-01-31	63783	General	Use of the substituent prefix 'succinyl' for the 3-carboxypropanoyl group in the ChEBI Name follows biochemical usage
1087	63787	2012-01-31	63787	General	Use of the substituent prefix 'succinyl' for the 3-carboxypropanoyl group in the ChEBI Name follows biochemical usage.
1088	63701	2012-01-31	63701	General	Needed for the reaction: (2E,6E)-farnesyl diphosphate = (-)-alpha-cuprenene + diphosphate
1089	63902	2012-02-15	63902	General	Croteau, R. and Felton, N.M. Substrate specificity of monoterpenol dehydrogenases from Foeniculum vulgare and Tanacetum vulgare. Phytochemistry 19 (1980) 1343-1347.
1090	165	2012-02-15	165	General	Needed for the new IUBMB reaction: (-)-endo-fenchol + NAD(P)+ = (+)-fenchone + NAD(P)H + H+. Published in: Croteau, R. and Felton, N.M. Substrate specificity of monoterpenol dehydrogenases from Foeniculum vulgare and Tanacetum vulgare. Phytochemistry 19 (1980) 1343-1347.
1091	50043	2012-02-15	63903	General	Croteau, R. and Felton, N.M. Substrate specificity of monoterpenol dehydrogenases from Foeniculum vulgare and Tanacetum vulgare. Phytochemistry 19 (1980) 1343-1347.
1092	6078	2012-02-20	6078	General	A positive allosteric modulator of the alpha7 neuronal nicotinic acetylcholine receptor and the purinergic P2X4 receptor. Antihelmintic. Also modulates glutamate- and GABA-activated chloride channels. Potentiates glycine-gated currents at low concentrations (30 nM).
1093	63460	2012-02-24	63460	General	Triterpenoid precursor of saponins in sea cucmbers.
1094	9467	2012-02-27	9467	General	A potent inhibitor of vesicular monoamine uptake; depletes stores of dopamine, serotonin and noradrenalin. Binds with high affinity (IC50 = 3.2 nM) to vesicular monoamine transporter (VMAT) in chromaffin granule membranes and displays higher affinity for VMAT2 than VMAT1. Also reported to block dopamine receptors. Causes behavioral depression; inhibits locomotor activity and produces hypothermia upon systemic administration in rats and mice.
1095	28148	2012-03-06	28148	General	An alternative structure commonly used for this substance is that of the trisodium salt, nonahydrate of 2,4:2',4'-O-(oxydistibylidyne)bis-D-gluconic acid, Sb,Sb'-dioxide.
1096	64103	2012-03-06	64103	General	Restores contextual memory in a transgenic mouse model of Alzheimer's disease. Shown to induce pancreatic progenitor formation. Directs the differentiation of mouse embryonic stem cells into hepatocytes when used in combination with the cytokine Activin A.
1097	64230	2012-03-21	64230	General	Stereocentre at position 6 incorrectly assigned as (R) in MetaCyc.
1098	64231	2012-03-21	64231	General	Stereocentre at position 6 incorrectly assigned as (R) in MetaCyc.
1099	64232	2012-03-21	64232	General	Stereocentre at position 6 incorrectly assigned as (S) in MetaCyc.
1100	64292	2012-03-26	64292	General	Needed for the IUBMB reaction: eugenol + a carboxylate + NADP(+) = a coniferyl ester + NADPH + H(+)
1101	7570	2012-03-26	24193	DatabaseAccession	CAS Registry shows the structure in which the glucose residue at the reducing end is in its acyclic form.
1102	64303	2012-03-28	64303	General	Sigma-Aldrich website (28/3/12) gives CAS number as 40967-78-0.
1103	64344	2012-04-03	64344	General	MALDI matrix solution [PubChem_Compound:68073]
1104	64342	2012-04-03	64342	General	MALDI matrix solution [PubChem_Compound:13401]
1105	64340	2012-04-03	64340	General	MALDI matrix solution [PubChem_Compound:5328791]
1106	64341	2012-04-04	64341	General	MALDI matrix solution [PubChem_Compound:5357439]
1107	64343	2012-04-04	64343	General	MALDI matrix solution [PubChem_Compound:6382826]
1108	64343	2012-04-05	64343	General	Use of trans-2-[3-(4-tert-butylphenyl)-2-methyl-2-propenylidene]malononitrile (DCTB) as a non-protic matrix for MALDI-TOF-MS was first reported by H. Luftmann et al., Eur. J. Mass Spectrom., 2000, 6, 49. DOI: http://dx.doi.org/10.1255/ejms.329
1109	64361	2012-04-10	64361	General	Needed for the reaction (2E,6E)-farnesyl diphosphate = beta-sesquiphellandrene + diphosphate
1110	64435	2012-04-30	64435	General	NMR data show that in methanol, arugosin A exists in equilibrium between the ring-opened and lactol forms, whereas in dimethyl sulfoxide, the equilibrium is shifted completely to the ring-opened (hydroxy-aldehyde) form.
1111	64439	2012-04-30	64439	General	NMR data show that in methanol, arugosin A exists in equilibrium between the ring-opened and lactol forms, whereas in dimethyl sulfoxide, the equilibrium is shifted completely to the ring-opened (hydroxy-aldehyde) form.
1112	64484	2012-05-02	64484	General	The ID GnGnX is used in PMID:18203810
1113	64733	2012-05-31	837595	CompoundName	Note that name potassium citrate has been used for both anhydrous potassium citrate and the monohydrate form.
1114	64746	2012-05-31	837625	CompoundName	Note that name potassium citrate has been used for both anhydrous potassium citrate and the monohydrate form.
1115	64735	2012-05-31	837635	CompoundName	Note that the name lithium citrate has been used to refer to both anhydrous lithium citrate and the tetrahydrate form.
1116	64754	2012-05-31	837638	CompoundName	Note that the name lithium citrate has been used to refer to both anhydrous lithium citrate and the tetrahydrate form.
1117	64854	2012-06-12	64854	General	Please note that the structure provided in MetaCyc is that for the D-enantiomer rather than the naturally-occurring L-enantiomer.
1119	64886	2012-06-15	64886	General	Reinstated at the request of the submitter.
1121	64974	2012-06-19	64974	General	The natural product is the (-)-enantiomer, but the configuration of the chiral centre is not currently known.
1122	10223	2012-07-16	120897	DatabaseAccession	Substitution pattern incorrect.
1123	2631	2012-07-27	65403	General	INDIAN J CHEM,35B,283
1124	65439	2012-07-27	65439	General	J SCI IND RES,1956,15B,183
1125	65460	2012-07-27	65460	General	ACTA POLONIAE PHARMACEUTICA - DRUG RESEARCH,2005,62,2,127
1126	65460	2012-07-27	65460	General	CHINESE PHARMACEUTICAL JOURNAL,2009,44,7,496
1127	3008	2012-07-27	65477	General	ACTA CIENC INDICA SER GEM,1981,7,31
1128	3008	2012-07-27	65477	General	J CHEM SOC PAK,2000,22,122
1129	65478	2012-07-27	65478	General	INDIAN J CHEM,1980,19B, 10, 929
1130	65480	2012-07-27	65480	General	YAKUGAKU ZASSHI,1974,94,647
1131	65480	2012-07-27	65480	General	YAKUGAKU ZASSHI,1974,94,647
1132	65480	2012-07-27	65480	General	YAKUGAKU ZASSHI,1974,94,647
1133	65480	2012-07-27	65480	General	ZHIWU XUEBAO,1992,34,886
1134	65480	2012-07-27	65480	General	YAKUGAKU ZASSHI,1974,94,647
1135	7638	2012-07-27	65481	General	INDIAN J CHEM,1980,19B,10,929
1136	65529	2012-07-27	65529	General	DUOC HOC, 1979,4,15
1137	65530	2012-07-27	65530	General	DUOC HOC, 1979,4,15
1138	65531	2012-07-27	65531	General	DUOC HOC, 1979,4,15
1139	65532	2012-07-27	65532	General	DUOC HOC, 1979,4,15
1140	65533	2012-07-27	65533	General	DUOC HOC, 1979,4,15
1141	17793	2012-07-27	17793	General	LIEBIGS ANN CHEM,1974,1295
1142	65662	2012-07-27	65662	General	CHEM PHARM BULL,1978,26,6,1798
1143	65732	2012-07-27	65732	General	ZHIWU XUEBAO,1988,30,303
1144	65732	2012-07-27	65732	General	LEATHER SCI,1973,20,132
1145	65732	2012-07-27	65732	General	YUNNAN ZHIWU YANJIU,1982,4,68
1146	65732	2012-07-27	65732	General	PLANTA MED,1982,45,61
1147	65732	2012-07-27	65732	General	BULL MUS NATL HIST NAT PARIS,1977,13,23
1148	65732	2012-07-27	65732	General	BULL MUS NATL HIST NAT PARIS,1977,13,23
1149	65732	2012-07-27	65732	General	ZHIWU XUEBAO,1992,34,886
1150	65732	2012-07-27	65732	General	J PLANT PHYSIOL,1992,139,632
1151	65732	2012-07-27	65732	General	CHEM ABSTR,1982,96,119014
1152	65732	2012-07-27	65732	General	YUNNAN ZHIWU YANJIN,1984,6,341
1153	65732	2012-07-27	65732	General	CHUNG TSAOYAO,1980,11,149
1154	65732	2012-07-27	65732	General	FITOTERAPIA,1981,52,5
1155	65732	2012-07-27	65732	General	BULL MUS NATL HIST NAT PARIS,1976,10,45
1156	65732	2012-07-27	65732	General	BULL MUS NATL HIST NAT PARIS,1977,13,23
1157	65732	2012-07-27	65732	General	FITOTERAPIA,1981,52,5
1158	65732	2012-07-27	65732	General	ACAD SCI PARIS,1968,267,423
1159	4778	2012-07-27	65841	General	ELECTRON  J  FOOD PLANTS CHEM, 2007, 2, 20
1160	65842	2012-07-27	65842	General	ELECTRON J FOOD PLANTS CHEM, 2007, 2, 20
1161	65843	2012-07-27	65843	General	ELECTRON J FOOD PLANTS CHEM, 2007, 2, 20
1162	65844	2012-07-27	65844	General	J PHARMACOGN, 1993, 24, 107
1163	65845	2012-07-27	65845	General	J PHARMACOGN, 1993, 24, 107
1164	4932	2012-07-27	65882	General	REV. LANTINOAM. QUIM., 1974, 5, 41
1165	4932	2012-07-27	65882	General	J. NAT. PROD., 1978, 41, 279
1166	65947	2012-07-27	65947	General	CHEM PHARM BULL, 1996, 44, 11, 2103
1167	65948	2012-07-27	65948	General	CHEM PHARM BULL, 1996, 44, 11, 2103
1168	65949	2012-07-27	65949	General	CHEM PHARM BULL, 1996, 44, 11, 2103
1170	66056	2012-07-27	66056	General	CHIN CHEM LETT, 2002, 13, 7, 623
1171	66068	2012-07-27	66068	General	KHIM PRIR SOEDIN, 1970, 6, 508
1172	310312	2012-07-27	310312	General	CHEM PHARM BULL, 1978, 26, 144
1173	6116	2012-07-27	66141	General	INDIAN J CHEM SEC B, 1976, 14, 909
1174	66165	2012-07-27	66165	General	PROCEEDINGS OF THE 11TH NAPRECA SYMPOSIUM,AUGUST 9-12,ANTANANARIVO,MADAGASCAR,2005,97-109
1176	66230	2012-07-27	66230	General	NAT PROD RES DEV, 2005, 17, 1
1177	66230	2012-07-27	66230	General	ACTA PHARM SIN, 2000, 35, 198
1178	66261	2012-07-27	66261	General	CAN J CHEM, 1992, 70, 10, 2526
1179	66318	2012-07-27	66318	General	NAT PROD SCI,2006,12,138
1184	28545	2012-07-27	66347	General	NAT PROD SCI,2007,13,2,144
1186	30815	2012-07-27	30815	General	INDIAN J PHARM SCI, 1997, 59, 251
1187	66470	2012-07-27	66470	General	NAT PROD COMMUN, 2006, 1, 21
1188	66519	2012-07-27	66519	General	NAT PROD SCI,2007,13,247
1189	9368	2012-07-27	66536	General	ZHIWU XUEBAO,1988,30,303
1190	9368	2012-07-27	66536	General	PHARM BIOL,2003,41,497
1191	9368	2012-07-27	66536	General	YUNNAN ZHIWU YANJIU,1982,4,68
1192	9368	2012-07-27	66536	General	BULL MUS NATL HIST NAT PARIS,1977,13,55
1193	66620	2012-07-27	66620	General	PHARM PHARMACOL LETT,1998,8,119
1194	66621	2012-07-27	66621	General	PHARM PHARMACOL LETT,1998,8,119
1195	66622	2012-07-27	66622	General	PHARM PHARMACOL LETT,1998,8,119
1196	66623	2012-07-27	66623	General	PHARM PHARMACOL LETT,1998,8,119
1197	66625	2012-07-27	66625	General	CHEM PHARM BULL,1994,42,1720
1198	7622	2012-07-27	66635	General	NAT PROD RES DEV,2004,16,511
1199	7622	2012-07-27	66635	General	PHARMAZIE,1988,43,879
1200	7622	2012-07-27	66635	General	NATURAL MEDICINES,2001,55,316
1201	7622	2012-07-27	66635	General	KHIMIYA PRIRODNYKH SOEDINENII,1980,2,256
1202	7622	2012-07-27	66635	General	YAKUGAKU ZASSHI,1986,106,378
1203	6682	2012-07-27	6682	General	PHARMAZINE, 1988, 43, 879
1204	66682	2012-07-27	66682	General	J BRAZ CHEM SOC, 2003, 14, 475
1205	66711	2012-07-27	66711	General	ACTA PHARM SIN,1993,28,11,829
1206	8413	2012-07-27	8413	General	BEIBLATT VIERTELJAHR NATURFORSCH GES ZURICH,1927,13,1
1207	66843	2012-07-27	66843	General	KHIM PRIR SOEDIN, 1979,  6, 847
1208	66869	2012-08-01	841635	CompoundName	Trizma is a registered trademark of Sigma-Aldrich Co.
1209	9754	2012-08-01	841750	CompoundName	Trizma is a registered trademark of Sigma-Aldrich Co.
1210	66879	2012-08-02	66879	General	Needed for the reaction: 4-(methylamino)-1-(pyridin-3-yl)butan-1-one + H2O + O2 = 4-oxo-4-(pyridin-3-yl)butanal + methylamine + H2O2.
1211	66888	2012-08-03	66888	General	Described in Lam, W. W. Y and Bugg, T. D. H. Chemistry of extradiol aromatic ring cleavage: isolation of a stable dienol ring fission intermediate and stereochemistry of its enzymatic hydrolytic cleavage. J. Chem. Soc., Chem. Commun. 10 (1994) 1163-1164.
1212	66942	2012-08-03	66942	General	Needed for the new IUBMB reaction: 4-oxo-4-(pyridin-3-yl)butanal + NADP+ + H2O = 4-oxo-4-(pyridin-3-yl)butanoate + NADPH + H+
1213	67125	2012-08-14	67125	General	See also Hee Cho and Devin G. Peterson, Chemistry of bread aroma: A review., Food Science and Biotechnology, 19(3), 575--582. DOI: 10.1007/s10068-010-0081-3    http://www.springerlink.com/content/q31x12hwkg771185/
1214	67125	2012-08-14	67125	General	See also Vanavichit, A., Areekit, S., Plabpla, A. and Yoshihashi, T. Dissecting the biosynthetic pathway and regulatory switches of 2-acetyl-1-pyrroline, the potent aromatic compound in rice. http://www.intlcss.org/files/congress-proceedings/2008-papers/cs2-s5/cs2-s5-o5-apichart-vanavichit.pdf
1215	67169	2012-08-21	67169	General	For isolation of Cortistatins E, F, G, and H see See Watanabe, Y., Aoki, S., Tanabe, D., Setiawan, A., and Kobayashi, M. Cortistatins E, F, G, and H, four novel steroidal alkaloids from marine sponge Corticum simplex. Tetrahedron, 2007, 63, 4074-4079.
1216	67179	2012-08-21	67179	General	See Watanabe, Y., Aoki, S., Tanabe, D., Setiawan, A., and Kobayashi, M. Cortistatins E, F, G, and H, four novel steroidal alkaloids from marine sponge Corticum simplex. Tetrahedron, 2007, 63, 4074-4079.
1217	66360	2012-10-12	66360	General	The structure depicted (see: Carr G. et al, Org. Lett., 2012, 14, 2822) is a revised structure from the one originally proposed by Igarashi M. et al, (J. Antibiot., 1999, 52, 873).
1218	70712	2012-10-19	70712	General	Compound cited in Reactome.
1219	70721	2012-10-20	70721	General	Note from Barrie Walker (19/10/2012): The material has E stereochem at the allyl double bond, but undefined stereo (geometry) at the oxime double bond. The CAS number remains the same (I persuaded CAS to retain it). This was a revision to the original definition which took place about 3 years ago. There are several possible tautomers but all have the undefined oxime double bond.
1220	70721	2012-10-20	70721	General	The name clethodim was originally approved for the substance with (E)-stereochemistry at the C=N double bond, but in 2008 the manufacturer determined that the (Z)-isomer is also present in the manufactured product and requested that the definition be changed.
1221	70726	2012-10-26	70726	General	Do not confuse the name of hesperadin, an Aurora inhibitor, with that of the completely unrelated flavone glycoside, hesperidin.
1222	49375	2012-11-05	49375	General	.
1223	70839	2012-11-02	70839	General	Note that the name 'dasatinib' is used to refer to the monohydrate (USAN) as well as to anhydrous dasatinib (INN).
1224	65392	2012-11-05	840207	CompoundName	Note that this synonym is a misnomer; alvaradoin G is an alpha-L-lyxopyranose derivative.
1225	49375	2012-11-05	49375	General	.
1226	70839	2012-11-05	848257	CompoundName	dasatinib
1227	49375	2012-11-05	848149	CompoundName	Note that the name 'dasatinib' is used to refer to the monohydrate (USAN) as well as to anhydrous dasatinib (INN).
1229	58388	2012-11-09	58388	General	The structure of the heparan sulfate portion is representative and shows the most common repeating unit, which is variably sulfated.
1230	70975	2012-11-09	70975	General	The structure of the heparan sulfate portion is representative and shows the most common repeating unit, which is variably sulfated.
1231	15981	2012-11-09	15981	General	The structure of the heparan sulfate portion is representative and shows the most common repeating unit, which is variably sulfated.
1232	70974	2012-11-09	70974	General	The structure of the heparan sulfate portion is representative and shows the most common repeating unit, which is variably sulfated.
1233	65416	2012-11-13	65416	General	Aplysiallene was first isolated from the red alga Laurencia okamurai Yamada by Minoru Suzuki and Etsuro Kurosawa of Hokkaido University, Japan (Phytochemistry, 1985, v24(9), 1999-2002) who determined that the structure included a cis-fused 2,6-dioxabicyclo[3.3.0]octane skeleton containing an (E,E)-bromodiene side-chain and an (R)-bromoallene substituent. The same compound was subsequently isolated from the Japanese sea hare, Aplysia kurodai and named 'aplysiallene' by M. Ojika et al. (Biosci. Biotechnol. Biochem., 2001, v65(2), 474-476) but was misidentified as having only one bromine atom in the molecule, while containing an extra methyl group instead. These errors was corrected in an erratum (M. Ojika et al., Biosci. Biotechnol. Biochem., 2003, v67(2), 460) where the identity of aplysiallene to the compound reported by Suzuki and Kurosawa was confirmed. Subsequently, an elegant total synthesis of aplysiallene by Jian Wang and Brian L. Pagenkopf at the University of Western Ontario (Org. Lett., 2007, v9(18), 3703-3706) resulted in a reassignment of the stereochemistry, affording the structure shown here.
1243	65443	2012-11-15	65443	General	The absolute configuration of penicillide is based on the structural revision; Phytochemistry, Volume 30, Issue 6, 1991, Pages 2096-2098.
1244	65445	2012-11-15	65445	General	The exact stereochemistry of AS-186c is unknown.
1245	65450	2012-11-15	65450	General	The stereochemistry of aspergillide A was revised by its total synthesis: Tetrahedron Lett 2010, 51(5), 875-877.
1246	65451	2012-11-16	65451	General	The revised stereochemistry of aspergillide B: Tetrahedron Lett 2010, 51(5), 875-877.
1247	65462	2012-11-19	65462	General	The compound should not be confused with ballotenic acid A: see Magn.Reson.Chem.2007;45:766-769.
1248	65463	2012-11-19	65463	General	The compound should not be confused with ballodiolic acid A: see Magn.Reson.Chem.2007;45:766-769.
1249	65468	2012-11-19	65468	General	Helv.Chim.Acta 2004,87,175-179.
1250	65469	2012-11-19	65469	General	Helv.Chim.Acta 2004,87,175-179.
1251	65482	2012-11-20	65482	General	J. Nat. Prod. 1993, 56, 1255-1258
1252	65488	2012-11-20	65488	General	Phytochemistry 1999, 50, 273-277.
1253	65489	2012-11-20	65489	General	Phytochemistry 1999, 50, 273-277.
1254	65490	2012-11-20	65490	General	Phytochemistry 1999, 50, 273-277.
1256	65390	2012-11-26	840205	CompoundName	Note that this synonym is a misnomer; alvaradoin E is an alpha-L-lyxopyranose derivative.
1257	65397	2012-11-26	840212	CompoundName	Note that this synonym is a misnomer; alvaradoin L is an alpha-L-lyxopyranose derivative.
1258	65391	2012-11-26	840206	CompoundName	Note that this synonym is a misnomer; alvaradoin F is an alpha-L-lyxopyranose derivative.
1259	65393	2012-11-26	840208	CompoundName	Note that this synonym is a misnomer; alvaradoin H is an alpha-L-lyxopyranose derivative.
1260	65394	2012-11-26	840209	CompoundName	Note that this synonym is a misnomer; alvaradoin I is an alpha-L-lyxopyranose derivative.
1261	65395	2012-11-26	840210	CompoundName	Note that this synonym is a misnomer; alvaradoin J is an alpha-L-lyxopyranose derivative.
1262	65396	2012-11-26	840211	CompoundName	Note that this synonym is a misnomer; alvaradoin K is an alpha-L-lyxopyranose derivative.
1263	65398	2012-11-26	840213	CompoundName	Note that this synonym is a misnomer; alvaradoin M is an alpha-L-lyxopyranose derivative.
1264	65399	2012-11-26	840214	CompoundName	Note that this synonym is a misnomer; alvaradoin N is an alpha-L-lyxopyranose derivative.
1265	65568	2012-12-04	849707	CompoundName	The synonym is a misnomer. The name does not include the oxygen atom at position 12 to which the benzoyl group is attached. It should be 12beta-benzoyloxy-3beta,14beta,17beta-trihydroxypregnane-20-one.
1266	71347	2012-12-05	71347	General	Phytochemistry  1992, Volume 31, Issue 3, Pages 929-933
1267	65630	2012-12-11	65630	General	The structure is based on the revised stereochemistry:Org Lett. 2008, 10(20), 4545-8.
1268	65631	2012-12-11	65631	General	The structure is based on the revised stereochemistry:Org Lett. 2008, 10(20), 4545-8.
1269	65637	2012-12-12	65637	General	Citrifolinoside and yopaaoside A were found to be identical, and their structures were revised as shown: Org Lett.2006, 8(23), 5337-40.
1270	65652	2012-12-13	65652	General	J. Nat. Prod. (1993), 56, 1201.
1271	71468	2012-12-17	71468	General	Phytochemistry (1993),33(6), 1407-1413.
1272	65753	2013-01-02	850416	CompoundName	The synonym is a misnomer as it fails to suggest an ester linkage between the sugar and the aglycone.
1273	71490	2013-01-10	71490	General	The structure depicted is an amendment of a previous tentatively-assigned structure and is based on the first reported isolation and structural elucidation of precorrin-7 described in PMID:23042036. This has been confirmed by personal correspondence with the authors.
1274	71566	2013-01-10	71566	General	The structure depicted is an amendment of a previous tentatively-assigned structure and is based on the first reported isolation and structural elucidation of precorrin-7 described in PMID:23042036. This has been confirmed by personal correspondence with the authors.
1275	70791	2013-01-10	70791	General	The structure depicted is an amendment of a previous tentatively-assigned structure (PMID:16936030) and is based on the first reported isolation and structural elucidation of precorrin-7 described in PMID:23042036. This has been confirmed by personal correspondence with the authors.
1276	52490	2013-01-10	52490	General	The structure depicted is an amendment of a previous tentatively-assigned structure (PMID:16936030) and is based on the first reported isolation and structural elucidation of precorrin-7 described in PMID:23042036. This has been confirmed by personal correspondence with the authors.
1277	65784	2013-01-11	65784	General	Chem. Pharm. Bull., 1999, 47, 1521-24.
1278	71498	2013-01-11	71498	General	See: Glassgen, W.E. and Seitz, H.U. Acylation of anthocyanins with hydroxycinnamic acids via 1-O-acylglucosides by protein preparations from cell cultures of Daucus carota L. Planta 186 (1992) 582-585.
1279	71499	2013-01-11	71499	General	See: Glassgen, W.E. and Seitz, H.U. Acylation of anthocyanins with hydroxycinnamic acids via 1-O-acylglucosides by protein preparations from cell cultures of Daucus carota L. Planta 186 (1992) 582-585.
1280	71522	2013-01-15	71522	General	For details see: Jonsson, L.M.V., Aarsman, M.E.G., van Diepen, J., de Vlaming, P., Smit, N. and Schram, A.W. Properties and genetic control of anthocyanin 5-O-glucosyltransferase in flowers of Petunia hybrida. Planta 160 (1984) 341-347.
1281	65813	2013-01-16	65813	General	The structure shown is the revised structure of drymaritin: Isolde Wetzel, Lars Allmendinger and Franz Bracher (2009) J. Nat. Prod., 72, 1908-1910.
1282	521393	2013-01-16	521393	General	The structure shown for 3,5-di-O-caffeoyl-muco-quinic acid is as given in CAS.
1283	65943	2013-01-30	65943	General	The compound is reported to show an optical rotation of [alpha](20)D-5.3 (c 0.8,MeOH). However the exact stereochemistry (R orS) has not been determined.
1284	71978	2013-01-31	826303	DatabaseAccession	Both Kegg Compound and ChemIDplus use this CAS number and the structure of surfactin C for 'surfactin'.
1285	71987	2013-02-01	71987	General	Note that the name curamycin is also used as a trade name for chloramphenicol.
1286	65944	2013-02-06	65944	General	The compound is reported to show an optical rotation of [alpha](20)D-10(c 0.4, MeOH). However the exact stereochemistry (R orS) has not been determined.
1287	65946	2013-02-06	65946	General	The compound is a 1:1 a mixture of the (24alpha,25alpha) and (24beta,25beta) diasteroisomers.
1288	71690	2013-02-08	71690	General	Note that the original assignment of an alpha-D-glucopyranosyl configuration made by John H. Marshall and Gregory J. Wilmoth in J. Bacteriol., 1981, 147(3), 900-913 was subsequently corrected to a beta-D-glucopyranosyl configuration by Friedrich Goetz et al., J. Biol. Chem., 2005, 280(37), 32493-32498.
1289	66006	2013-02-19	66006	General	The hydroxy group at C-3 is trans to the methyl group at position C-2. The absolute stereochemistry, however, has not been determined.
1290	72495	2013-02-20	854136	CompoundName	Misnomer
1291	72482	2013-02-21	854087	CompoundName	This synonym, used in PMID:22877585, does not indicate the presence of the glutamine residue.
1292	72484	2013-02-21	854092	CompoundName	This synonym, used in PMID:22877585, does not indicate the presence of the glutamine residue.
1293	72486	2013-02-21	854104	CompoundName	This synonym, used in PMID:22877585, does not indicate the presence of the glutamine residue.
1294	72487	2013-02-21	854105	CompoundName	This synonym, used in PMID:22877585, uses the symbol Glu to indicate glutamine instead of the IUPAC-recommended symbol Gln.
1295	72488	2013-02-21	854109	CompoundName	This synonym, used in PMID:22877585, does not indicate the presence of the glutamine residue.
1296	72489	2013-02-21	854112	CompoundName	This synonym, used in PMID:22877585, does not indicate the presence of the glutamine residue.
1298	72491	2013-02-21	854118	CompoundName	This synonym, used in PMID:22877585, does not indicate the presence of the glutamine residue.
1299	72493	2013-02-21	854129	CompoundName	This synonym, used in PMID:22877585, does not indicate the presence of the glutamine residue.
1300	72492	2013-02-21	854123	CompoundName	This synonym, used in PMID:22877585, does not indicate that the lysine residue is present as its amide derivative.
1301	72494	2013-02-21	854132	CompoundName	This synonym, used in PMID:22877585, does not indicate the presence of the glutamine residue.
1302	72496	2013-02-21	854144	CompoundName	This synonym, used in PMID:22877585, does not indicate the presence of the glutamine residue.
1303	72544	2013-02-21	72544	General	Note that this is a 'closed' class. The immediate 'children' of this class are themselves class names, as listed in the definition.
1304	72010	2013-02-22	113609	CompoundName	The synonym is generally reserved for hydroxyflavans in which the hydroxy group is substituted at position 3.
1305	66037	2013-02-25	66037	General	Tetrahedron (2009),65(1),221-224.
1306	66043	2013-02-26	66043	General	Tetrahedron (2009), 65(1), 221-224.
1307	66047	2013-02-26	66047	General	Tetrahedron (2009), 65(1), 221-224.
